HIP,RA,DEC,V,PARX,SIGPX,B-V,SIGBV,CCDM,HD,BD
21761,04 40 24.80,+09 30 14.5,10.11,5.98,1.64,0.56,0.066,          ,286961,B+ 9  624 
21765,04 40 29.30,-09 11 45.0,10.27,49.58,4.13,1.49,0.015,04405-0911,      ,B- 9  956 
21778,04 40 42.40,-28 12 02.0,7.74,24.6,0.84,0.621,0.001,          ,29813,          
21783,04 40 46.70,+30 17 30.0,8.04,16.13,1.26,0.485,0.015,          ,29581,B+30  704 
21788,04 40 49.00,+23 48 35.1,8.84,19.48,1.26,0.688,0.001,          ,29621,B+23  723 
21798,04 40 58.50,-29 22 59.9,9.09,7.83,1.14,0.584,0.017,          ,29843,          
21804,04 41 02.90,+29 43 40.9,9.37,8.02,1.4,0.516,0.054,          ,282383,B+29  729 
21807,04 41 04.90,+50 03 59.5,8.09,11.12,1.11,0.516,0.015,          ,29486,B+49 1222 
21821,04 41 19.70,-52 37 31.0,8.15,18.34,0.66,0.528,0.011,          ,30053,          
21830,04 41 35.10,-43 00 34.1,9.41,6.25,0.94,0.505,0.015,          ,29993,          
21847,04 41 50.00,+38 16 49.5,5.97,32.03,0.91,0.593,0.006,          ,29645,B+37  954 
21860,04 42 03.30,-29 37 56.0,8.77,7.89,1.05,0.484,0.015,          ,29964,          
21865,04 42 05.20,-33 55 08.7,9.98,32.67,1.27,1.199,0.017,          ,29985,          
21868,04 42 05.80,+23 03 36.7,8.94,9.99,1.42,0.505,0.107,          ,284658,B+22  736 
21872,04 42 08.90,-35 28 34.0,8.41,6.81,0.9,0.656,0.014,          ,29991,          
21878,04 42 13.40,+37 30 53.6,7.6,14.6,2.31,0.602,0.026,04422+3731,29695,B+37  957 
21879,04 42 13.50,-49 22 50.3,9.79,18.98,0.97,0.93,0.04,          ,30119,          
21889,04 42 19.90,-61 37 16.6,8.86,17.14,0.77,0.812,0.002,          ,30295,          
21891,04 42 20.40,-29 42 43.4,9.09,11.63,1.09,0.56,0.015,04423-2943,29984,          
21897,04 42 24.50,-71 29 45.2,8.25,8.72,0.69,0.509,0.012,          ,30568,          
21901,04 42 36.00,-69 04 41.9,9.61,5.72,0.88,0.577,0.028,          ,30491,          
21916,04 42 47.80,-67 24 24.5,9.22,5.92,0.83,0.477,0.023,          ,30449,          
21918,04 42 48.70,+12 12 37.1,7.4,18.42,1.12,0.76,0.013,          ,29862,B+11  643 
21926,04 42 52.20,+18 08 42.6,10.27,19.22,2.64,0.818,0.071,          ,285973,B+17  773 
21932,04 42 55.30,+18 57 39.2,9.95,106.16,2.51,1.523,0.025,          ,285968,B+18  683 
21934,04 42 56.50,-44 11 43.0,9.98,29.06,1.05,1.197,0.004,          ,      ,          
21935,04 42 56.70,-00 35 24.4,8.15,11.87,1.11,0.642,0.015,          ,29936,B- 0  758 
21939,04 42 58.60,-33 25 57.7,8.44,6.49,0.88,0.54,0.015,          ,30070,          
21952,04 43 06.00,-50 13 11.1,8.95,9.72,0.78,0.584,0.018,          ,30219,          
21953,04 43 06.30,+20 37 47.8,8.66,11.51,1.32,0.533,0.022,          ,29860,B+20  808 
21954,04 43 06.50,+09 37 13.5,8.63,8.17,1.2,0.414,0.023,          ,287022,B+ 9  632 
21960,04 43 13.60,-54 35 34.6,7.61,36.74,0.6,0.746,0.002,          ,30278,          
21961,04 43 13.70,+24 05 20.3,6.18,20.03,0.71,0.544,0.003,          ,29859,B+23  733 
21970,04 43 20.50,+75 48 25.1,9.97,5.75,1.28,0.488,0.04,          ,29128,B+75  187 
21974,04 43 23.60,+71 11 38.4,9.23,6.53,1.2,0.313,0.022,          ,29340,B+70  313 
21983,04 43 31.60,+11 09 59.9,10.29,21.48,1.84,1.16,0.015,          ,286997,B+10  618 
21991,04 43 36.30,-15 48 16.6,9.95,20.42,1.55,0.95,0.015,          ,      ,B-16  931 
22002,04 43 47.70,-12 17 40.0,9.31,14.63,1.29,0.767,0.032,          ,30059,B-12  973 
22006,04 43 49.50,-48 19 39.5,6.9,23.18,0.56,0.498,0.004,          ,30292,          
22012,04 43 53.50,+12 41 08.8,9.76,8.81,2.34,0.706,0.063,          ,286988,B+12  637 
22021,04 44 03.70,+12 59 28.4,7.61,15.18,2.09,0.442,0.018,          ,29977,B+12  638 
22022,04 44 04.70,-76 18 20.7,7.74,9.89,0.6,0.513,0,          ,31081,          
22032,04 44 11.00,+46 57 56.4,8.77,20.46,1.64,0.7,0.015,          ,29818,B+46  903 
22033,04 44 12.70,+62 04 32.0,10.13,6.79,1.54,0.616,0.054,          ,      ,B+61  726 
22063,04 44 44.70,+14 37 36.6,8.08,11.12,0.98,0.47,0.015,          ,30047,B+14  745 
22064,04 44 46.30,-20 00 50.9,8.62,15.11,1.18,0.718,0.017,          ,30213,B-20  924 
22067,04 44 48.20,+05 17 22.3,8.09,23.43,2.55,0.864,0.02,04448+0517,30101,B+ 5  718 
22073,04 44 53.00,-46 23 47.8,9.31,11.6,0.9,0.653,0.027,          ,30386,          
22087,04 45 07.60,-33 01 52.8,8.09,12.2,0.89,0.483,0.015,          ,30316,          
22101,04 45 26.20,-80 38 28.9,8.18,8.58,1.81,0.475,0.015,04453-8039,31755,          
22116,04 45 35.10,-53 25 51.3,9.79,10.04,1.04,0.533,0.031,          ,30526,          
22118,04 45 36.20,+21 27 37.6,9.93,7.82,1.41,0.644,0.049,          ,284680,B+21  693 
22124,04 45 40.80,+47 41 55.7,8.92,8.51,1.48,0.373,0.033,          ,29956,B+47 1035 
22134,04 45 47.60,-13 10 14.2,10.3,16.33,1.56,0.962,0.083,          ,      ,B-13  968 
22142,04 45 53.90,-48 02 07.5,9.22,21.23,0.95,0.825,0.025,          ,30517,          
22160,04 46 04.70,+78 20 37.9,8.55,12.22,0.76,0.502,0.015,          ,29201,B+78  162 
22165,04 46 06.90,-77 01 15.7,8.8,6.09,0.8,0.493,0.017,          ,31378,          
22177,04 46 18.70,+03 38 10.7,10.92,22.45,2.32,1.277,0.005,          ,      ,          
22178,04 46 19.60,-39 54 47.4,9.47,8.22,0.98,0.595,0.025,          ,30476,          
22191,04 46 24.80,+64 36 29.2,9.69,8.38,1.4,0.44,0.032,          ,      ,B+64  476 
22198,04 46 27.70,-41 05 32.0,9.19,4.62,1.02,0.52,0.019,          ,30516,          
22199,04 46 28.00,-54 52 13.5,8.59,11.48,0.7,0.499,0.013,          ,30641,          
22202,04 46 28.30,-44 15 23.9,9.34,7.57,0.92,0.485,0.015,          ,30541,          
22217,04 46 39.60,+32 37 54.6,10.15,11.31,2.12,0.814,0.01,          ,282407,          
22218,04 46 43.50,-42 37 01.7,8.74,8.1,0.85,0.484,0.015,          ,30550,          
22219,04 46 44.30,-73 55 06.7,9.3,7.19,0.78,0.667,0.024,          ,31251,          
22229,04 46 52.20,-60 36 13.8,7.72,15.34,0.61,0.581,0.001,          ,30791,          
22241,04 47 07.40,+31 35 18.4,9.35,7.42,1.34,0.716,0.045,          ,282466,B+31  815 
22252,04 47 23.40,-22 33 37.7,8.94,9.62,1.16,0.803,0.015,          ,30496,B-22  916 
22254,04 47 28.40,-31 54 16.4,9.94,6.68,1.56,0.678,0.04,          ,30575,          
22257,04 47 30.00,-49 51 34.4,9.66,13.84,0.96,0.679,0.031,          ,30721,          
22264,04 47 37.00,+11 47 12.0,8.94,6.95,1.48,0.502,0.036,          ,287058,B+11  651 
22265,04 47 37.50,+18 15 31.7,8.54,19.81,1.43,0.72,0.002,          ,30355,B+17  786 
22274,04 47 45.90,-46 02 37.4,8.93,9.81,0.81,0.513,0.017,          ,30705,          
22276,04 47 46.40,-38 03 55.0,9.2,6.15,0.88,0.605,0.022,          ,30639,          
22278,04 47 48.70,-58 21 41.4,8.52,14.25,0.8,0.66,0.016,          ,30864,          
22281,04 47 50.50,-40 26 45.2,9.28,26.35,0.95,0.974,0.001,          ,30670,          
22288,04 48 01.00,-10 56 00.2,9.53,38.3,1.16,1.135,0.015,          ,30523,B-11  965 
22291,04 48 02.00,+22 10 11.7,9.61,8.38,1.92,0.614,0.039,          ,284766,B+21  703 
22298,04 48 06.40,+25 48 25.9,8.96,13.51,1.31,0.557,0.027,          ,30380,B+25  734 
22303,04 48 12.40,+59 14 27.6,7.47,10.38,0.85,0.332,0.007,04482+5914,30110,B+58  775 
22325,04 48 32.50,-16 19 46.5,5.76,24.06,0.75,0.537,0.008,          ,30606,B-16  956 
22332,04 48 34.80,-47 29 23.1,9.48,6,0.96,0.608,0.024,          ,30832,          
22333,04 48 35.50,-20 25 45.9,8.6,10,1.24,0.471,0.014,04486-2026,30627,B-20  939 
22336,04 48 36.20,-05 40 24.4,5.77,37.73,0.89,0.631,0.003,          ,30562,B- 5 1044 
22347,04 48 41.20,+16 38 04.1,7.57,11.55,0.99,0.433,0.015,          ,30483,B+16  654 
22349,04 48 42.00,+18 42 37.3,6.95,32.51,0.99,0.618,0.002,          ,30455,B+18  734 
22360,04 48 50.00,-23 16 43.5,7.84,17.34,0.99,0.526,0.015,          ,30692,          
22362,04 48 51.00,+05 32 41.0,10.57,13.31,2.07,0.96,0.015,          ,      ,B+ 5  735 
22373,04 48 58.00,-28 43 26.8,8.95,22.5,1.22,0.774,0.019,          ,30733,          
22382,04 49 05.50,+27 00 41.9,8.06,10.71,1.36,0.599,0.015,          ,30467,B+26  752 
22387,04 49 09.40,-35 05 01.3,7.74,19.42,0.75,0.528,0.009,          ,30787,          
22408,04 49 19.20,-00 52 10.4,8.63,7.06,1.37,0.641,0.019,          ,30625,B- 1  731 
22410,04 49 20.20,+30 18 23.6,9.76,7.42,1.47,0.846,0.051,          ,282477,B+30  722 
22424,04 49 32.80,-14 47 20.0,10.88,38.91,2.13,1.421,0.008,          ,      ,B-15  869 
22425,04 49 32.90,-33 05 37.6,8.37,8.91,1.49,0.508,0.012,04495-3306,30829,          
22426,04 49 32.90,+07 38 14.8,10.01,6.64,1.77,0.59,0.063,          ,      ,B+ 7  727 
22427,04 49 33.10,-48 27 46.7,9.67,13.19,0.97,0.732,0.033,          ,30953,          
22429,04 49 33.20,+53 21 57.1,8.21,13.61,1.11,0.611,0.015,          ,30339,B+53  818 
22430,04 49 36.40,-42 36 29.6,8.49,10.67,0.78,0.538,0.013,          ,30908,          
22431,04 49 36.90,-53 52 55.5,7.64,34.1,1.06,0.846,0.002,04496-5353,31027,          
22432,04 49 38.00,-15 48 31.7,8.27,9.64,0.96,0.51,0.018,          ,30744,B-16  960 
22436,04 49 41.80,-22 15 35.8,10.37,6.93,1.95,0.504,0.005,          ,      ,B-22  926 
22451,04 49 52.30,-35 06 26.5,7.49,55.59,0.71,0.901,0.011,          ,30876,          
22460,04 50 00.00,+28 56 31.4,9.13,6.01,1.57,0.457,0.038,          ,30571,B+28  700 
22473,04 50 08.80,-52 24 49.1,9.1,12.26,0.85,0.644,0.021,          ,31094,          
22484,04 50 13.50,-31 12 29.5,9.33,8.87,1.82,0.771,0.025,04502-3113,30906,          
22497,04 50 23.80,-51 03 23.2,8.19,9.48,0.68,0.563,0.013,          ,31105,          
22504,04 50 32.90,-85 22 30.3,8.14,23.2,0.66,0.614,0.012,          ,34449,          
22515,04 50 42.10,-29 46 38.9,8.57,11.22,1,0.6,0.013,          ,30952,          
22518,04 50 43.90,-82 01 57.0,9.9,8.56,1.22,0.73,0.02,04507-8202,32860,          
22525,04 50 49.00,-72 25 27.2,9.3,4.81,0.85,0.576,0.029,          ,31661,          
22548,04 51 11.80,+09 54 58.8,9.8,9.41,2.27,0.643,0.064,          ,287171,B+ 9  666 
22557,04 51 14.80,+24 17 27.0,8.85,7.64,1.47,0.475,0.03,          ,30737,B+24  695 
22559,04 51 16.70,+32 53 24.8,9.25,20.54,1.47,0.86,0.015,          ,282501,B+32  843 
22569,04 51 27.00,+55 50 14.0,7.91,18.15,1.17,0.673,0.012,          ,30518,B+55  936 
22571,04 51 27.70,+29 49 54.2,9.81,5.16,1.46,0.558,0.064,          ,282539,B+29  748 
22572,04 51 28.00,-49 23 44.1,8.22,13.65,0.74,0.579,0.015,          ,31229,          
22576,04 51 29.40,+35 48 55.5,6.78,30.51,0.94,0.717,0.01,          ,30708,B+35  914 
22587,04 51 39.00,-59 00 36.4,8.79,10.51,0.77,0.71,0.018,          ,31372,          
22589,04 51 40.50,-31 34 02.1,8.08,18.11,0.86,0.586,0.015,          ,31103,          
22598,04 51 43.50,-47 06 27.0,9.4,9.17,0.9,0.539,0.023,          ,31228,          
22600,04 51 45.10,+26 51 44.4,10.44,6.8,1.91,0.614,0.076,          ,283921,B+26  755 
22602,04 51 45.70,-35 50 24.6,8.15,31.45,0.86,0.766,0.013,          ,31143,          
22603,04 51 47.70,+32 17 54.5,9.38,6.27,1.35,0.594,0.044,          ,282508,B+32  846 
22604,04 51 47.90,-34 13 17.3,8.83,16.18,0.91,0.655,0.019,          ,31130,          
22608,04 51 50.30,-18 51 04.3,10.62,8.8,1.88,0.472,0.074,          ,      ,B-19 1029 
22611,04 51 54.10,-34 14 19.3,6.68,16.02,0.62,0.533,0.006,          ,31142,          
22613,04 51 55.70,-73 43 06.0,9.71,7.18,0.91,0.582,0.031,          ,31876,          
22615,04 51 56.90,+66 29 46.4,8.09,23.94,0.95,0.77,0.013,          ,30376,B+66  357 
22617,04 51 59.00,-05 18 16.1,9.19,6.25,1.81,0.615,0.053,          ,      ,B- 5 1063 
22622,04 52 03.10,-72 59 44.3,7.92,9.1,0.62,0.635,0.01,          ,31841,          
22623,04 52 03.50,+19 13 48.5,10.24,6.96,1.89,0.504,0.093,          ,284931,B+18  744 
22624,04 52 04.10,+56 25 24.3,8.07,12.28,1.06,0.51,0.015,          ,30582,B+56  980 
22627,04 52 05.60,+06 28 38.3,11.94,82.52,3.99,1.59,0.015,          ,      ,          
22638,04 52 13.40,+44 58 26.4,9.26,33.82,2.51,1.12,0.015,          ,      ,B+44 1040 
22643,04 52 19.60,-29 25 56.0,8.58,11.21,0.99,0.674,0.015,          ,31171,          
22651,04 52 21.80,-78 16 17.2,9.43,13.49,1.02,0.686,0.002,          ,      ,          
22668,04 52 34.80,-25 59 40.3,9.18,9.69,1.3,0.667,0.018,          ,31184,          
22686,04 52 43.40,-71 34 22.6,9.21,7.66,0.91,0.48,0.015,          ,31853,          
22688,04 52 44.90,+14 37 23.6,7.51,19.75,0.94,0.639,0.015,          ,30974,B+14  778 
22689,04 52 45.90,+00 41 14.2,10.2,9.03,2.45,0.54,0.015,          ,      ,B+ 0  884 
22695,04 52 46.60,+51 32 34.5,7.87,13.2,1.15,0.574,0.015,          ,30723,B+51  987 
22703,04 52 55.70,+75 42 37.9,7.1,22.08,0.98,0.74,0.007,04529+7543,30097,B+75  193 
22712,04 53 01.00,+11 16 03.0,9.83,11.72,2.93,0.625,0.08,          ,287211,B+11  669 
22717,04 53 05.70,-72 24 30.0,6.28,30.74,0.51,0.521,0.007,          ,31975,          
22718,04 53 07.00,+34 42 20.7,8.27,11,1.08,0.599,0.015,          ,30925,B+34  917 
22729,04 53 22.00,+24 10 38.7,7.64,10.78,1.14,0.664,0.015,          ,31018,B+23  756 
22751,04 53 38.60,+23 01 13.2,9.29,11.62,1.95,0.503,0.011,          ,284858,B+22  769 
22755,04 53 41.00,+50 36 30.2,9.13,8.89,1.63,0.574,0.035,          ,233030,B+50 1079 
22760,04 53 49.00,+38 46 19.3,9.02,11.91,1.44,0.546,0.036,          ,280183,B+38  963 
22762,04 53 49.70,-17 46 18.7,10.9,80.89,1.97,1.547,0.013,          ,      ,          
22771,04 53 54.60,-33 38 00.5,11.02,17.84,1.81,1.006,0.009,          ,      ,          
22782,04 54 03.00,+17 01 36.6,7.22,14.82,0.88,0.536,0.017,          ,31153,B+16  664 
22787,04 54 04.10,-35 24 17.6,7.6,38.52,0.76,0.792,0.003,          ,31392,          
22788,04 54 05.80,+73 02 55.1,8.2,12.87,0.8,0.524,0.01,          ,30388,B+72  242 
22801,04 54 16.90,+23 58 58.4,9.99,10.43,2.32,0.491,0.061,          ,283970,B+23  762 
22802,04 54 17.90,+26 48 27.9,10.14,11.27,1.92,0.817,0.07,          ,283923,B+26  761 
22805,04 54 20.60,+17 36 33.1,9.59,5.52,1.29,0.515,0.015,          ,31181,B+17  807 
22816,04 54 33.10,-51 05 56.7,8.96,12.63,0.82,0.515,0.017,          ,31613,          
22817,04 54 33.30,+45 40 51.9,7.95,14.87,1.19,0.533,0.015,          ,31016,B+45  999 
22826,04 54 43.60,+12 21 08.3,7.13,18.58,1.12,0.583,0.009,          ,31253,B+12  673 
22828,04 54 44.70,+04 46 25.0,7.9,12.01,1.09,0.541,0.015,          ,31307,B+ 4  778 
22839,04 54 50.40,-52 54 54.8,8.56,6.68,0.78,0.462,0.018,          ,31671,          
22851,04 54 58.70,+11 56 32.1,9.62,10.89,2.1,0.552,0.061,          ,287201,B+11  676 
22864,04 55 07.30,+26 13 03.9,9.9,9.56,2.18,0.679,0.077,          ,283933,B+25  752 
22867,04 55 09.00,-01 05 33.9,9.66,8.7,1.49,0.542,0.052,          ,      ,B- 1  753 
22886,04 55 22.00,+15 11 49.4,9.26,7.68,1.31,0.635,0.033,          ,31330,B+14  785 
22889,04 55 22.60,+05 38 10.7,8.36,14.24,1.24,0.599,0.015,          ,31354,B+ 5  765 
22893,04 55 26.20,+10 12 30.0,9.16,9.66,1.43,0.543,0.001,          ,287234,B+ 9  686 
22905,04 55 38.40,-23 14 31.9,7.49,26.31,0.82,0.606,0.015,          ,31527,          
22915,04 55 52.40,+43 09 20.5,8.27,11.89,1.24,0.453,0.019,          ,31207,B+42 1097 
22916,04 55 53.90,+07 24 15.1,8.99,7.47,1.29,0.376,0.026,          ,31401,B+ 7  756 
22918,04 55 55.00,+22 16 19.1,9.57,7.32,1.59,0.457,0.046,          ,284991,B+22  775 
22920,04 55 55.80,+27 50 08.1,8.7,6.48,1.22,0.469,0.03,          ,31328,B+27  708 
22933,04 56 05.40,-64 34 51.7,9.05,16.61,0.76,0.769,0.021,          ,32108,          
22940,04 56 10.60,+02 56 05.6,8.43,25.5,1.27,0.837,0.005,          ,31452,B+ 2  816 
22942,04 56 10.90,+13 58 32.1,8.81,13.56,1.43,0.78,0.031,          ,31399,B+13  738 
22953,04 56 18.10,-51 02 49.9,8.26,19.05,0.69,0.77,0.002,          ,31827,          
22961,04 56 26.00,+64 24 10.2,8.77,27.07,0.99,0.985,0.018,          ,30957,B+64  487 
22965,04 56 30.60,+46 27 03.8,8.63,7.8,1.28,0.467,0.024,          ,31266,B+46  939 
22967,04 56 31.50,+15 48 50.2,9.26,6.27,1.47,0.584,0.034,          ,286174,B+15  703 
22970,04 56 33.50,+21 33 37.0,9.3,6.14,1.53,0.509,0.034,          ,285036,B+21  733 
22972,04 56 35.70,+23 17 45.4,7.51,14.72,1.28,0.516,0.015,          ,31409,B+23  772 
22977,04 56 40.80,-42 45 44.5,8.73,6.19,0.85,0.518,0.015,          ,31802,          
22988,04 56 46.20,-33 23 52.7,9.25,7.61,1.17,0.577,0.024,          ,31719,          
23010,04 56 58.50,+83 17 58.0,8.09,11.46,0.69,0.47,0.012,          ,29548,B+83  121 
23016,04 56 59.90,+73 50 23.8,9.45,10.97,1.04,0.69,0.02,          ,      ,B+73  257 
23022,04 57 03.10,+28 15 37.5,8.99,8.55,1.3,0.565,0.03,          ,31435,B+28  721 
23036,04 57 15.20,-31 53 06.4,9.76,10.51,1.37,0.637,0.036,          ,31772,          
23042,04 57 20.20,-37 53 56.7,8.94,16.87,0.89,0.649,0.003,          ,31838,          
23054,04 57 40.40,+39 28 52.2,8.61,16.86,1.37,0.558,0.026,          ,31434,B+39 1116 
23056,04 57 40.70,+27 22 33.8,8.94,14.29,1.48,0.624,0.011,          ,31520,B+27  712 
23057,04 57 43.40,+07 18 39.7,9.25,8.95,1.72,0.528,0.035,          ,      ,B+ 7  763 
23077,04 57 55.70,+09 31 03.5,9.41,7.45,1.49,0.521,0.037,          ,287334,B+ 9  694 
23085,04 58 06.50,+13 02 06.0,10.43,9.08,2.45,0.87,0.1,          ,287276,B+12  684 
23093,04 58 11.40,+63 01 50.6,8.14,12.76,0.99,0.598,0.01,          ,31219,B+62  718 
23118,04 58 30.50,-78 11 10.3,8.32,7.5,0.66,0.46,0.003,          ,33245,          
23127,04 58 34.30,-27 03 52.8,9.72,18.49,1.57,0.91,0.015,          ,      ,          
23128,04 58 35.70,-09 20 02.6,7.94,23.13,0.92,0.581,0.013,          ,31822,B- 9 1042 
23139,04 58 44.90,+17 59 14.1,9.02,10.39,1.31,0.573,0.037,          ,31697,B+17  820 
23140,04 58 45.50,+50 56 40.7,10.97,51.51,2.45,1.432,0.014,          ,      ,          
23141,04 58 45.60,+28 47 25.6,9.37,18.65,1.57,0.895,0.045,          ,283973,B+28  724 
23157,04 58 54.90,-61 06 22.9,8.75,16.17,0.77,0.717,0.017,04589-6106,32384,          
23158,04 58 56.00,-43 41 38.9,8.35,13.75,0.82,0.521,0.015,          ,32154,          
23188,04 59 23.30,-39 52 27.2,9.86,3.73,1.05,0.56,0.034,          ,32168,          
23193,04 59 29.10,-33 35 12.5,9.87,5.72,1.23,0.612,0.035,          ,32136,          
23198,04 59 31.90,+48 46 47.5,10.88,31.17,2.63,1.293,0.024,          ,      ,          
23205,04 59 36.60,+31 35 06.8,8.09,10.73,1.66,0.8,0.495,04596+3135,31734,B+31  839 
23212,04 59 41.80,+35 33 31.5,9.14,7.27,1.39,0.441,0.036,          ,280320,B+35  941 
23218,04 59 47.10,-32 04 41.4,9.86,5.31,1.45,0.512,0.033,          ,32166,          
23242,05 00 02.60,-32 23 50.8,9.7,8.72,1.26,0.608,0.027,          ,32194,          
23243,05 00 02.70,-27 49 57.4,9.24,14.28,1.15,0.683,0.021,          ,32180,          
23248,05 00 11.40,-31 42 06.4,9,25.63,1.17,0.796,0.003,          ,32223,          
23259,05 00 17.40,+25 08 11.1,8.04,26.02,1.15,0.68,0.015,          ,31867,B+24  722 
23266,05 00 20.90,+01 00 23.7,9.11,10.79,1.8,0.553,0.006,          ,32023,B+ 0  916 
23269,05 00 24.10,+33 44 03.4,9.26,7,1.51,0.47,0.039,          ,282666,B+33  938 
23277,05 00 29.60,+05 05 56.6,8.02,16.18,2,0.57,0.015,05005+0506,32022,B+ 4  808 
23286,05 00 33.70,+14 23 01.3,6.75,28.49,1.34,0.673,0.008,          ,31966,B+14  804 
23290,05 00 35.10,-46 39 23.3,8.76,7.26,0.87,0.636,0.019,          ,32383,          
23291,05 00 36.80,+29 28 22.4,9.8,8.2,1.76,0.514,0.06,          ,282765,B+29  782 
23302,05 00 42.00,+30 53 49.8,10.84,24.66,2.38,1.243,0.013,          ,      ,          
23306,05 00 43.80,-17 35 06.3,8.6,10.01,1.11,0.539,0.015,          ,32205,B-17 1009 
23307,05 00 45.00,+48 48 52.7,8.66,11.77,1.21,0.524,0.027,          ,31733,B+48 1193 
23312,05 00 48.80,+04 43 59.1,9.71,16.77,1.79,0.957,0.047,          ,      ,B+ 4  810 
23314,05 00 49.50,-35 00 01.6,8.11,15.93,0.75,0.524,0.015,          ,32326,          
23317,05 00 51.90,+61 07 31.0,10.03,22.01,2.26,1.036,0.02,05009+6107,      ,          
23332,05 01 07.70,+56 16 11.2,8.65,8.88,1.01,0.566,0.022,          ,31690,B+56  993 
23347,05 01 18.20,-23 42 28.9,7.48,14.78,0.83,0.458,0.015,05013-2342,32310,          
23383,05 01 37.00,-62 05 26.3,9.34,15.86,0.85,0.712,0.002,          ,32793,          
23384,05 01 37.40,+24 38 14.0,8.06,25.65,1.43,0.69,0.015,          ,32070,B+24  726 
23390,05 01 40.50,-49 02 48.5,9.26,4.75,0.84,0.743,0.024,          ,32589,          
23409,05 01 51.30,+31 37 57.6,9.23,11.39,1.66,0.61,0.015,          ,282707,B+31  846 
23413,05 01 56.30,-76 37 41.3,7.53,17.48,0.74,0.482,0.001,05019-7638,33563,          
23414,05 01 57.00,+01 02 58.3,8.31,16.71,1.2,0.571,0.015,          ,32274,B+ 0  924 
23423,05 02 02.40,+16 11 26.7,8.73,11.25,1.27,0.509,0.021,          ,32200,B+15  723 
23438,05 02 17.60,+29 59 42.1,9.37,4.57,1.32,0.381,0.045,          ,32158,B+29  791 
23443,05 02 20.30,+13 54 37.7,7.51,26,1.17,0.615,0.013,          ,32259,B+13  779 
23452,05 02 28.50,-21 15 22.0,8.31,117.38,1.81,1.43,0.011,05025-2115,32450,B-21 1051 
23468,05 02 43.30,-26 38 05.7,8.84,8.16,1.07,0.571,0.013,          ,32530,          
23480,05 02 48.20,-50 47 35.2,8.14,11.56,1.09,0.579,0.011,05028-5048,32761,          
23486,05 02 55.40,+05 11 19.7,10.72,13.24,2.12,0.9,0.015,          ,      ,          
23498,05 03 07.60,+13 43 50.6,9,18.44,1.66,0.765,0.002,          ,32347,B+13  783 
23512,05 03 20.20,-17 22 20.8,11.71,107.86,2.95,1.661,0.02,          ,      ,          
23523,05 03 25.60,+25 46 10.4,8.43,8.76,1.39,0.68,0.024,          ,32333,B+25  773 
23534,05 03 37.50,-28 58 09.8,9.46,7.59,2.17,0.8,0.495,05036-2858,32668,          
23541,05 03 43.30,-15 42 25.4,8.13,8.68,1.16,0.51,0.015,          ,32602,B-15  931 
23548,05 03 51.30,+02 43 31.8,9.31,8.71,1.61,0.513,0.036,          ,287474,B+ 2  851 
23552,05 03 52.70,-28 29 45.1,9.61,7.56,1.15,0.624,0.027,          ,32690,          
23555,05 03 53.90,-41 44 43.2,6.3,31.93,0.57,0.528,0.005,          ,32820,          
23563,05 03 59.20,+28 52 39.9,9.79,26.73,2.13,1.06,0.015,          ,282909,B+28  737 
23575,05 04 06.20,-00 38 55.3,8.6,20.83,1.22,0.741,0.019,          ,32564,B- 0  835 
23577,05 04 10.00,+85 15 33.6,9.19,9.34,0.91,0.48,0.029,          ,      ,B+84   87 
23579,05 04 09.60,+19 05 40.8,10.85,9.01,2.41,0.567,0.09,          ,      ,B+18  775 
23593,05 04 22.30,-10 08 56.3,9.69,19.67,1.54,0.798,0.002,          ,32646,B-10 1085 
23597,05 04 26.50,+12 09 54.2,10.53,8.06,2.14,0.574,0.081,          ,240530,B+11  710 
23627,05 04 47.50,-11 41 54.6,7.2,23.59,0.89,0.618,0.008,          ,32724,B-11 1054 
